"","State","Brewery_id","Beer_ID","Style","Ounces","City","IBU","ABV","Beer_Name","Brewery_Name"
"1"," AK",103,1667,"American IPA",12,"Anchorage",70,6,"King Street IPA","King Street Brewing Company"
"2"," AK",103,2436,"American Amber / Red Ale",12,"Anchorage",46,5.1,"Amber Ale","King Street Brewing Company"
"3"," AK",494,920,"American Pale Ale (APA)",12,"Anchorage",17,5.2,"Polar Pale Ale","Broken Tooth Brewing Company"
"4"," AK",459,349,"American IPA",12,"Soldotna",46,6.8,"Sunken Island IPA","Kenai River Brewing Company"
"5"," AK",103,1706,"Czech Pilsener",12,"Anchorage",46,5.5,"King Street Pilsner","King Street Brewing Company"
"6"," AK",459,348,"Scottish Ale",12,"Soldotna",46,5.8,"Skilak Scottish Ale (2011)","Kenai River Brewing Company"
"7"," AK",224,434,"American IPA",12,"Anchorage",70,5.7,"Sockeye Red IPA","Midnight Sun Brewing Company"
"8"," AK",271,1920,"Altbier",12,"Juneau",18,5.3,"Alaskan Amber","Alaskan Brewing Company"
"9"," AK",224,587,"Witbier",12,"Anchorage",12,4.8,"Snowshoe White Ale","Midnight Sun Brewing Company"
"10"," AK",224,1814,"American IPA",12,"Anchorage",61,6.3,"Pleasure Town IPA","Midnight Sun Brewing Company"
"11"," AK",103,1666,"Hefeweizen",12,"Anchorage",10,5.7,"King Street Hefeweizen","King Street Brewing Company"
"12"," AK",558,30,"English Pale Ale",12,"Anchorage",46,4.9,"Urban Wilderness Pale Ale","Sleeping Lady Brewing Company"
"13"," AK",271,1921,"American Pale Ale (APA)",12,"Juneau",40,5.3,"Freeride APA","Alaskan Brewing Company"
"14"," AK",494,648,"American IPA",12,"Anchorage",64,6.1,"Fairweather IPA","Broken Tooth Brewing Company"
"15"," AK",494,919,"Cream Ale",12,"Anchorage",46,4.8,"Chugach Session Ale","Broken Tooth Brewing Company"
"16"," AK",459,1187,"American Blonde Ale",12,"Soldotna",15,5,"Peninsula Brewers Reserve (PBR)","Kenai River Brewing Company"
"17"," AK",459,1193,"Scottish Ale",12,"Soldotna",46,5.8,"Skilak Scottish Ale","Kenai River Brewing Company"
"18"," AK",224,586,"American Brown Ale",12,"Anchorage",24,5,"Kodiak Brown Ale","Midnight Sun Brewing Company"
"19"," AK",224,2093,"American IPA",12,"Anchorage",61,6.3,"Pleasure Town","Midnight Sun Brewing Company"
"20"," AK",494,921,"American Amber / Red Ale",12,"Anchorage",15,5,"Northern Lights Amber Ale","Broken Tooth Brewing Company"
"21"," AK",454,929,"Irish Red Ale",12,"Talkeetna",46,5.8,"Single Engine Red","Denali Brewing Company"
"22"," AK",454,947,"American IPA",12,"Talkeetna",71,6.5,"Twister Creek India Pale Ale","Denali Brewing Company"
"23"," AK",454,1159,"American Blonde Ale",12,"Talkeetna",46,5.6,"Mother Ale","Denali Brewing Company"
"24"," AK",454,1213,"Irish Dry Stout",12,"Talkeetna",55,5.9,"Chuli Stout","Denali Brewing Company"
"25"," AK",103,1665,"American Blonde Ale",12,"Anchorage",46,4.9,"King Street Blonde Ale","King Street Brewing Company"
"26"," AL",413,637,"American IPA",12,"Huntsville",70,7.2,"Monkeynaut IPA","Straight to Ale"
"27"," AL",287,1875,"American Pale Ale (APA)",12,"Gadsden",43,6,"Naked Pig Pale Ale","Back Forty Beer Company"
"28"," AL",413,925,"Milk / Sweet Stout",12,"Huntsville",30,5,"Lily Flagg Milk Stout","Straight to Ale"
"29"," AL",287,1876,"English Brown Ale",12,"Gadsden",43,6,"Truck Stop Honey Brown Ale","Back Forty Beer Company"
"30"," AL",479,308,"American Brown Ale",12,"Birmingham",36,5.8,"Good People American Brown Ale","Good People Brewing Company"
"31"," AL",479,309,"American IPA",12,"Birmingham",64,6,"Good People IPA","Good People Brewing Company"
"32"," AL",479,311,"Oatmeal Stout",12,"Birmingham",54,6,"Coffee Oatmeal Stout","Good People Brewing Company"
"33"," AL",479,1000,"American Pale Ale (APA)",12,"Birmingham",36,5.6,"Good People Pale Ale","Good People Brewing Company"
"34"," AL",413,1410,"Kölsch",12,"Huntsville",25,5.1,"Sand Island Lighthouse","Straight to Ale"
"35"," AL",479,312,"American Double / Imperial IPA",12,"Birmingham",103,9.3,"Snake Handler Double IPA","Good People Brewing Company"
"36"," AR",140,1336,"Extra Special / Strong Bitter (ESB)",12,"Springdale",39,6.1,"Core ESB","Core Brewing & Distilling Company"
"37"," AR",140,2351,"American Pilsner",12,"Springdale",39,5,"Behemoth","Core Brewing & Distilling Company"
"38"," AR",260,1961,"American Pale Ale (APA)",12,"Rogers",39,4,"Ozark American Pale Ale","Ozark Beer Company"
"39"," AR",140,1337,"Oatmeal Stout",12,"Springdale",39,5.7,"Core Oatmeal Stout","Core Brewing & Distilling Company"
"40"," AR",140,1650,"American Amber / Red Ale",12,"Springdale",39,5.2,"Arkansas Red","Core Brewing & Distilling Company"
"41"," AZ",31,777,"Fruit / Vegetable Beer",12,"Chandler",20,5,"Mr. Pineapple","SanTan Brewing Company"
"42"," AZ",31,839,"Herbed / Spiced Beer",12,"Chandler",20.5,8.1,"Rail Slide Imperial Spiced Ale","SanTan Brewing Company"
"43"," AZ",31,1071,"American IPA",12,"Chandler",85,7,"Hop Shock IPA","SanTan Brewing Company"
"44"," AZ",31,1072,"Hefeweizen",12,"Chandler",15,5,"SanTan HefeWeizen","SanTan Brewing Company"
"45"," AZ",159,2311,"American Pale Ale (APA)",12,"Flagstaff",20.5,5.4,"Knotty Pine","Lumberyard Brewing Company"
"46"," AZ",31,850,"American Pale Ale (APA)",12,"Chandler",45,5.5,"Devil’s Ale","SanTan Brewing Company"
"47"," AZ",31,124,"American Amber / Red Ale",12,"Chandler",20,5.5,"Epicenter Amber Ale (2010)","SanTan Brewing Company"
"48"," AZ",158,2312,"American IPA",12,"Phoenix",60,6.1,"Camelback","Phoenix Ale Brewery"
"49"," AZ",252,2005,"American IPA",12,"Tucson",60,6,"Barrio Blanco","Barrio Brewing Company"
"50"," AZ",31,286,"Hefeweizen",12,"Chandler",15,5,"SanTan HefeWeizen (2010)","SanTan Brewing Company"
"51"," AZ",549,335,"American IPA",12,"Prescott",20.5,5.5,"Ponderosa IPA","Prescott Brewing Company"
"52"," AZ",31,852,"American Porter",12,"Chandler",20,6.9,"Sex Panther (2014)","SanTan Brewing Company"
"53"," AZ",508,131,"Hefeweizen",12,"Lake Havasu City",20.5,5.5,"Dry Heat Hefeweizen (2006)","Mudshark Brewing Company"
"54"," AZ",161,1585,"Fruit / Vegetable Beer",12,"Tempe",9,4.2,"Four Peaks Peach Ale","Four Peaks Brewing Company"
"55"," AZ",232,2062,"American Porter",16,"Tucson",16,7.1,"Noche Dulce","Borderlands Brewing Company"
"56"," AZ",31,2599,"American Porter",12,"Chandler",20,6.9,"Sex Panther","SanTan Brewing Company"
"57"," AZ",31,317,"American IPA",12,"Chandler",85,7,"Hop Shock IPA (2010)","SanTan Brewing Company"
"58"," AZ",31,2063,"American Double / Imperial IPA",16,"Chandler",99,9.1,"Count Hopula (Vault Series)","SanTan Brewing Company"
"59"," AZ",550,327,"American Amber / Red Ale",12,"Flagstaff",20.5,5,"Wapiti Amber Ale","Mogollon Brewing Company"
"60"," AZ",252,1343,"American Blonde Ale",12,"Tucson",20.5,4.5,"Barrio Tucson Blonde","Barrio Brewing Company"
"61"," AZ",31,1073,"American Amber / Red Ale",12,"Chandler",20,5.5,"Epicenter Amber Ale","SanTan Brewing Company"
"62"," AZ",31,1299,"Belgian IPA",12,"Chandler",20.5,6.5,"Supermonk I.P.A.","SanTan Brewing Company"
"63"," AZ",31,2073,"Winter Warmer",16,"Chandler",25,9.5,"Winter Warmer (Vault Series)","SanTan Brewing Company"
"64"," AZ",161,178,"Kölsch",12,"Tempe",20.5,5.2,"Sunbru Kölsch","Four Peaks Brewing Company"
"65"," AZ",537,476,"American Pilsner",12,"Williams",20.5,5.2,"Grand Canyon American Pilsner","Grand Canyon Brewing Company"
"66"," AZ",161,1635,"",12,"Tempe",21,6,"Kilt Lifter Scottish-Style Ale","Four Peaks Brewing Company"
"67"," AZ",161,1616,"American Porter",12,"Tempe",20.5,5.1,"Pumpkin Porter","Four Peaks Brewing Company"
"68"," AZ",233,2061,"Fruit / Vegetable Beer",16,"Lake Havasu City",20.5,5.8,"Big Blue Van","College Street Brewhouse and Pub"
"69"," AZ",31,764,"American Pale Ale (APA)",12,"Chandler",45,5.5,"American Idiot Ale (2012)","SanTan Brewing Company"
"70"," AZ",159,355,"American IPA",12,"Flagstaff",20.5,6.1,"Lumberyard IPA","Lumberyard Brewing Company"
"71"," AZ",161,179,"Scottish Ale",12,"Tempe",21,6,"Kilt Lifter Scottish-Style Ale (2009)","Four Peaks Brewing Company"
"72"," AZ",537,477,"American Pale Wheat Ale",12,"Williams",20.5,5,"White Water Wheat","Grand Canyon Brewing Company"
"73"," AZ",31,285,"American Pale Ale (APA)",12,"Chandler",45,5.5,"Devil’s Ale (2010)","SanTan Brewing Company"
"74"," AZ",161,358,"American IPA",12,"Tempe",47,6.7,"Hop Knot IPA","Four Peaks Brewing Company"
"75"," AZ",31,1329,"American Pale Wheat Ale",12,"Chandler",20.5,6,"I.W.A. (2011)","SanTan Brewing Company"
"76"," AZ",161,2309,"Kölsch",12,"Tempe",17,5.2,"Sunbru Kölsch","Four Peaks Brewing Company"
"77"," AZ",159,125,"American Amber / Red Ale",12,"Flagstaff",20.5,5.8,"Lumberyard Red Ale","Lumberyard Brewing Company"
"78"," AZ",537,143,"American Amber / Red Ale",12,"Williams",20.5,5.4,"Grand Canyon Sunset Amber Ale","Grand Canyon Brewing Company"
"79"," AZ",508,132,"Witbier",12,"Lake Havasu City",20.5,8.5,"Full Moon Belgian White Ale (2007)","Mudshark Brewing Company"
"80"," AZ",31,1995,"Märzen / Oktoberfest",12,"Chandler",20.5,5.5,"Oktoberfest","SanTan Brewing Company"
"81"," AZ",508,326,"Light Lager",12,"Lake Havasu City",20.5,4.2,"Up River Light","Mudshark Brewing Company"
"82"," AZ",159,1153,"American Pilsner",12,"Flagstaff",20,5.3,"Lumberyard Pilsner","Lumberyard Brewing Company"
"83"," AZ",31,1934,"American Blonde Ale",12,"Chandler",15,5,"SunSpot Golden Ale","SanTan Brewing Company"
"84"," AZ",508,768,"Witbier",12,"Lake Havasu City",20.5,8.5,"Full Moon Belgian White Ale","Mudshark Brewing Company"
"85"," AZ",508,625,"American IPA",12,"Lake Havasu City",20.5,7.2,"Desert Magic IPA","Mudshark Brewing Company"
"86"," AZ",537,142,"American IPA",12,"Williams",20.5,5.5,"Black Iron India Pale Ale","Grand Canyon Brewing Company"
"87"," AZ",549,64,"American Amber / Red Ale",12,"Prescott",20.5,5.5,"Liquid Amber Ale","Prescott Brewing Company"
"88"," CA",515,718,"American Double / Imperial IPA",16,"San Diego",42,8.7,"Rich Man's IIPA","Monkey Paw Pub & Brewery"
"89"," CA",84,1295,"Czech Pilsener",12,"Chico",28,5,"Summerfest","Sierra Nevada Brewing Company"
"90"," CA",535,511,"German Pilsener",12,"Mammoth Lakes",42,4.2,"High Country Pilsner (Current)","Mammoth Brewing Company"
"91"," CA",289,1867,"American IPA",12,"San Diego",66,6.8,"Saint Archer IPA","Saint Archer Brewery"
"92"," CA",289,1868,"Witbier",12,"San Diego",15,5,"Saint Archer White Ale","Saint Archer Brewery"
"93"," CA",369,876,"American Pale Ale (APA)",12,"San Francisco",42,4.4,"Bitter American","21st Amendment Brewery"
"94"," CA",515,717,"American Pale Ale (APA)",16,"San Diego",42,5.8,"Monkey Paw Oatmeal Pale Ale","Monkey Paw Pub & Brewery"
"95"," CA",369,800,"Fruit / Vegetable Beer",12,"San Francisco",17,4.9,"21st Amendment Watermelon Wheat Beer (2006)","21st Amendment Brewery"
"96"," CA",424,1351,"Cream Ale",16,"San Diego",30,6.3,"Grazias","Hess Brewing Company"
"97"," CA",289,1865,"American Pale Ale (APA)",12,"San Diego",40,5.2,"Saint Archer Pale Ale","Saint Archer Brewery"
"98"," CA",84,1905,"American Pale Ale (APA)",16,"Chico",37,5.6,"Sierra Nevada Pale Ale","Sierra Nevada Brewing Company"
"99"," CA",369,801,"Fruit / Vegetable Beer",12,"San Francisco",17,4.9,"Hell or High Watermelon Wheat (2009)","21st Amendment Brewery"
"100"," CA",84,1919,"Maibock / Helles Bock",12,"Chico",42,6,"Yonder Bock","Sierra Nevada Brewing Company"
"101"," CA",172,76,"American Pale Ale (APA)",12,"Boonville",28,5.5,"Poleeko Gold Pale Ale (2009)","Anderson Valley Brewing Company"
"102"," CA",523,606,"Low Alcohol Beer",16,"Santa Cruz",42,0.1,"Scotty K NA","Uncommon Brewers"
"103"," CA",523,543,"American Brown Ale",16,"Santa Cruz",42,6.8,"Bacon Brown Ale","Uncommon Brewers"
"104"," CA",369,802,"Fruit / Vegetable Beer",12,"San Francisco",17,4.9,"Hell or High Watermelon Wheat (2009)","21st Amendment Brewery"
"105"," CA",4,2664,"American Double / Imperial IPA",16,"San Diego",100,8,"Habitus","Mike Hess Brewing Company"
"106"," CA",84,400,"American Pale Ale (APA)",12,"Chico",37,5.6,"Sierra Nevada Pale Ale","Sierra Nevada Brewing Company"
"107"," CA",210,2159,"American IPA",16,"San Diego",85,7.5,"City of the Sun","Modern Times Beer"
"108"," CA",4,2666,"Wheat Ale",16,"San Diego",24,6,"Jucundus","Mike Hess Brewing Company"
"109"," CA",253,2002,"American Double / Imperial IPA",16,"Santa Cruz",88,8.9,"Giant DIPA","Santa Cruz Mountain Brewing"
"110"," CA",492,924,"American Amber / Red Ale",16,"Belmont",27,5.4,"Deadicated Amber","Devil's Canyon Brewery"
"111"," CA",49,2569,"American IPA",12,"Paso Robles",47,4.5,"Easy Jack","Firestone Walker Brewing Company"
"112"," CA",49,1957,"American Blonde Ale",12,"Paso Robles",42,4.7,"805 Blonde Ale","Firestone Walker Brewing Company"
"113"," CA",172,77,"Cream Ale",12,"Boonville",4,5.6,"Summer Solstice (2011)","Anderson Valley Brewing Company"
"114"," CA",369,1024,"Winter Warmer",12,"San Francisco",45,7.9,"Fireside Chat","21st Amendment Brewery"
"115"," CA",515,719,"American Brown Ale",16,"San Diego",42,5.4,"Sweet Georgia Brown","Monkey Paw Pub & Brewery"
"116"," CA",311,1797,"Milk / Sweet Stout",12,"San Francisco",42,5,"Black Bay Milk Stout","Pine Street Brewery"
"117"," CA",369,173,"American Black Ale",12,"San Francisco",65,6.8,"Back in Black","21st Amendment Brewery"
"118"," CA",518,668,"American Pale Ale (APA)",12,"Carlsbad",36,5.6,"Mucho Aloha Hawaiian Pale Ale","Butcher's Brewing"
"119"," CA",84,426,"American IPA",16,"Chico",65,7.2,"Torpedo","Sierra Nevada Brewing Company"
"120"," CA",241,1777,"American IPA",16,"Los Angeles",74,7.4,"2020 IPA","Golden Road Brewing"
"121"," CA",535,74,"German Pilsener",12,"Mammoth Lakes",42,4.2,"Golden Trout Pilsner","Mammoth Brewing Company"
"122"," CA",289,1864,"Kölsch",12,"San Diego",22,4.8,"Saint Archer Blonde","Saint Archer Brewery"
"123"," CA",241,1490,"American IPA",16,"Los Angeles",60,5.9,"Point the Way IPA","Golden Road Brewing"
"124"," CA",34,2035,"Kölsch",16,"Torrance",42,5.5,"Kolschtal Eddy","The Dudes' Brewing Company"
"125"," CA",253,1362,"English India Pale Ale (IPA)",16,"Santa Cruz",42,7,"Casinos IPA","Santa Cruz Mountain Brewing"
"126"," CA",369,976,"American Stout",12,"San Francisco",42,7.9,"Marooned On Hog Island","21st Amendment Brewery"
"127"," CA",210,2157,"American IPA",16,"San Diego",75,6.8,"Booming Rollers","Modern Times Beer"
"128"," CA",311,1437,"American Pale Ale (APA)",12,"San Francisco",42,5,"Atom Splitter Pale Ale","Pine Street Brewery"
"129"," CA",35,1019,"Munich Helles Lager",12,"San Diego",42,4.6,"Longfin Lager","Ballast Point Brewing Company"
"130"," CA",4,2667,"American IPA",16,"San Diego",85,7.5,"Solis","Mike Hess Brewing Company"
"131"," CA",334,1735,"American Blonde Ale",12,"Diamond Springs",42,5,"Sprocket Blonde Ale (2006)","David's Ale Works"
"132"," CA",334,1734,"American Pale Ale (APA)",12,"Diamond Springs",42,5,"Sprocket Pale Ale (2006)","David's Ale Works"
"133"," CA",424,1346,"American IPA",16,"San Diego",86,8,"Habitus IPA","Hess Brewing Company"
"134"," CA",535,75,"American IPA",12,"Mammoth Lakes",42,6.5,"Epic IPA","Mammoth Brewing Company"
"135"," CA",535,73,"American Amber / Red Ale",12,"Mammoth Lakes",42,4.5,"Real McCoy Amber Ale (Current)","Mammoth Brewing Company"
"136"," CA",369,1036,"American Barleywine",8.4,"San Francisco",92,9.9,"Lower De Boom","21st Amendment Brewery"
"137"," CA",84,1338,"American Pale Wheat Ale",12,"Chico",26,4.8,"Old Chico Crystal Wheat","Sierra Nevada Brewing Company"
"138"," CA",84,2239,"American IPA",12,"Chico",65,7.2,"Torpedo","Sierra Nevada Brewing Company"
"139"," CA",241,2045,"American Pale Lager",16,"Los Angeles",75,7.2,"Might As Well IPL","Golden Road Brewing"
"140"," CA",4,2668,"American Double / Imperial IPA",16,"San Diego",100,8,"Habitus (2014)","Mike Hess Brewing Company"
"141"," CA",241,1960,"Saison / Farmhouse Ale",12,"Los Angeles",35,5.8,"Saison Pamplemousse","Golden Road Brewing"
"142"," CA",172,523,"Winter Warmer",12,"Boonville",6,6.9,"Winter Solstice","Anderson Valley Brewing Company"
"143"," CA",369,321,"Winter Warmer",12,"San Francisco",45,7.9,"Fireside Chat (2010)","21st Amendment Brewery"
"144"," CA",347,1674,"American Double / Imperial IPA",12,"Santee",93,9.9,"Chaotic Double IPA","Manzanita Brewing Company"
"145"," CA",35,1018,"American IPA",12,"San Diego",70,7,"Sculpin IPA","Ballast Point Brewing Company"
"146"," CA",36,2578,"American IPA",12,"San Francisco",42,6.5,"IPA","Anchor Brewing Company"
"147"," CA",4,2663,"Cream Ale",16,"San Diego",30,6.3,"Grazias","Mike Hess Brewing Company"
"148"," CA",49,2463,"American IPA",12,"Paso Robles",75,7.5,"Union Jack","Firestone Walker Brewing Company"
"149"," CA",49,1733,"American Blonde Ale",12,"Paso Robles",20,4.7,"805","Firestone Walker Brewing Company"
"150"," CA",84,1918,"Rye Beer",12,"Chico",42,6,"CANfusion Rye Bock","Sierra Nevada Brewing Company"
"151"," CA",369,796,"American IPA",12,"San Francisco",70,7,"Brew Free! or Die IPA (2009)","21st Amendment Brewery"
"152"," CA",172,367,"American IPA",12,"Boonville",80,7,"Hop Ottin' IPA (2011)","Anderson Valley Brewing Company"
"153"," CA",172,78,"American Amber / Red Ale",12,"Boonville",15,5.8,"Boont Amber Ale (2011)","Anderson Valley Brewing Company"
"154"," CA",35,1400,"American IPA",12,"San Diego",75,7,"Big Eye India Pale Ale","Ballast Point Brewing Company"
"155"," CA",369,353,"American Pale Ale (APA)",12,"San Francisco",42,4.4,"Bitter American (2011)","21st Amendment Brewery"
"156"," CA",35,1401,"Kölsch",12,"San Diego",23,5.2,"Ballast Point Pale Ale","Ballast Point Brewing Company"
"157"," CA",172,1738,"Gose",12,"Boonville",42,4.8,"the Kimmie, the Yink and the Holy Gose","Anderson Valley Brewing Company"
"158"," CA",172,1563,"Pumpkin Ale",12,"Boonville",42,6,"Fall Hornin'","Anderson Valley Brewing Company"
"159"," CA",241,1641,"American IPA",16,"Los Angeles",92,9.4,"Better Weather IPA","Golden Road Brewing"
"160"," CA",369,9,"Fruit / Vegetable Beer",12,"San Francisco",17,4.9,"Hell or High Watermelon Wheat","21st Amendment Brewery"
"161"," CA",424,904,"American Double / Imperial Stout",16,"San Diego",85,9.9,"Ex Umbris Rye Imperial Stout","Hess Brewing Company"
"162"," CA",49,2462,"German Pilsener",12,"Paso Robles",42,5.3,"Pivo Pils","Firestone Walker Brewing Company"
"163"," CA",37,1968,"Kölsch",12,"Buellton",20,4.8,"FMB 101","Figueroa Mountain Brewing Company"
"164"," CA",369,1592,"Tripel",12,"San Francisco",42,8.2,"He Said Belgian-Style Tripel","21st Amendment Brewery"
"165"," CA",369,797,"American IPA",12,"San Francisco",70,7,"Brew Free! or Die IPA (2008)","21st Amendment Brewery"
"166"," CA",369,432,"American Double / Imperial IPA",12,"San Francisco",94,9.7,"Hop Crisis","21st Amendment Brewery"
"167"," CA",351,1646,"American Black Ale",16,"San Luis Obispo",77,7.5,"Catch 23","Central Coast Brewing Company"
"168"," CA",321,1772,"American IPA",16,"Claremont",60,6.7,"Jacaranada Rye IPA","Claremont Craft Ales"
"169"," CA",351,1647,"American Double / Imperial IPA",16,"San Luis Obispo",99,9.5,"Terrace Hill Double IPA","Central Coast Brewing Company"
"170"," CA",172,572,"Oatmeal Stout",12,"Boonville",13,5.7,"Barney Flats Oatmeal Stout (2012)","Anderson Valley Brewing Company"
"171"," CA",35,2105,"American IPA",12,"San Diego",40,3.8,"Even Keel","Ballast Point Brewing Company"
"172"," CA",36,2592,"American IPA",12,"San Francisco",42,5.9,"Liberty Ale","Anchor Brewing Company"
"173"," CA",172,1327,"American IPA",12,"Boonville",80,7,"Hop Ottin' IPA","Anderson Valley Brewing Company"
"174"," CA",34,2594,"American Pale Ale (APA)",16,"Torrance",35,5.2,"Surfrider","The Dudes' Brewing Company"
"175"," CA",34,2034,"American IPA",16,"Torrance",42,5,"South Bay Session IPA","The Dudes' Brewing Company"
"176"," CA",253,1683,"American Brown Ale",12,"Santa Cruz",42,5.4,"Dread Brown Ale","Santa Cruz Mountain Brewing"
"177"," CA",369,799,"American IPA",12,"San Francisco",70,7,"21st Amendment IPA (2006)","21st Amendment Brewery"
"178"," CA",37,2590,"Czech Pilsener",12,"Buellton",45,5.5,"Czech Yo Self","Figueroa Mountain Brewing Company"
"179"," CA",351,1648,"American IPA",16,"San Luis Obispo",85,7.2,"Lucky Day IPA","Central Coast Brewing Company"
"180"," CA",113,1897,"Hefeweizen",12,"Temecula",8,5,"Black Market Hefeweizen","Black Market Brewing Company"
"181"," CA",113,1896,"American Pale Ale (APA)",12,"Temecula",44,5.8,"Aftermath Pale Ale","Black Market Brewing Company"
"182"," CA",369,531,"English Strong Ale",12,"San Francisco",52,8.5,"Special Edition: Allies Win The War!","21st Amendment Brewery"
"183"," CA",462,1172,"Gose",16,"South San Francisco",10,5.2,"Mo's Gose","Armstrong Brewing Company"
"184"," CA",523,25,"Dubbel",16,"Santa Cruz",42,8.5,"Siamese twin","Uncommon Brewers"
"185"," CA",172,1520,"Oatmeal Stout",12,"Boonville",13,5.7,"Barney Flats Oatmeal Stout","Anderson Valley Brewing Company"
"186"," CA",369,11,"Belgian Dark Ale",12,"San Francisco",35,8.3,"Monk's Blood","21st Amendment Brewery"
"187"," CA",172,1326,"American Amber / Red Ale",12,"Boonville",15,5.8,"Boont Amber Ale","Anderson Valley Brewing Company"
"188"," CA",281,1895,"Belgian IPA",16,"Mill Valley",65,7.6,"Groupe G","Headlands Brewing Company"
"189"," CA",433,1302,"American IPA",12,"Santa Cruz",60,7.4,"Blur India Pale Ale","Seabright Brewery"
"190"," CA",34,1562,"English Brown Ale",16,"Torrance",34,6.9,"Grandma's Pecan","The Dudes' Brewing Company"
"191"," CA",5,2658,"American IPA",12,"San Francisco",42,6.3,"Villager","Fort Point Beer Company"
"192"," CA",84,2474,"German Pilsener",12,"Chico",42,5.2,"Nooner","Sierra Nevada Brewing Company"
"193"," CA",449,1047,"American Pale Ale (APA)",12,"Half Moon Bay",53,3.7,"Back in the Saddle Rye Pale Ale","Mavericks Beer Company"
"194"," CA",172,1818,"American Pale Ale (APA)",12,"Boonville",42,4.2,"Keebarlin' Pale Ale","Anderson Valley Brewing Company"
"195"," CA",450,1229,"American Double / Imperial IPA",12,"San Diego",95,8,"Dodgy Knight Imperial IPA","TailGate Beer"
"196"," CA",172,811,"American Amber / Red Ale",12,"Boonville",15,5.8,"Boont Amber Ale (2010)","Anderson Valley Brewing Company"
"197"," CA",492,647,"Scotch Ale / Wee Heavy",16,"Belmont",12,7.4,"Full Boar Scotch Ale","Devil's Canyon Brewery"
"198"," CA",241,548,"Hefeweizen",16,"Los Angeles",15,4.6,"Golden Road Hefeweizen (2012)","Golden Road Brewing"
"199"," CA",172,1350,"Cream Ale",12,"Boonville",4,5.6,"Summer Solstice","Anderson Valley Brewing Company"
"200"," CA",241,1698,"American IPA",16,"Los Angeles",70,8,"Wolf Among Weeds IPA","Golden Road Brewing"
"201"," CA",241,1489,"Hefeweizen",16,"Los Angeles",15,4.6,"Golden Road Hefeweizen","Golden Road Brewing"
"202"," CA",210,1492,"American Amber / Red Ale",16,"San Diego",115,6.5,"Blazing World","Modern Times Beer"
"203"," CA",369,1593,"Baltic Porter",12,"San Francisco",42,8.2,"He Said Baltic-Style Porter","21st Amendment Brewery"
"204"," CA",449,1237,"American Porter",12,"Half Moon Bay",34,3.7,"Pit Stop Chocolate Porter","Mavericks Beer Company"
"205"," CA",523,347,"Belgian Pale Ale",16,"Santa Cruz",42,6.4,"Golden State Ale","Uncommon Brewers"
"206"," CA",351,1649,"Herbed / Spiced Beer",16,"San Luis Obispo",15,5.1,"Chai Ale","Central Coast Brewing Company"
"207"," CA",113,1898,"American IPA",12,"Temecula",35,7.5,"Blackmarket Rye IPA","Black Market Brewing Company"
"208"," CA",172,753,"Cream Ale",12,"Boonville",4,5.6,"Summer Solstice Cerveza Crema (2009)","Anderson Valley Brewing Company"
"209"," CA",523,346,"Baltic Porter",16,"Santa Cruz",42,7.8,"Baltic Porter","Uncommon Brewers"
"210"," CA",241,1296,"American IPA",12,"Los Angeles",60,5.9,"Point the Way IPA","Golden Road Brewing"
"211"," CA",35,2593,"American IPA",12,"San Diego",42,7,"Grapefruit Sculpin","Ballast Point Brewing Company"
"212"," CA",450,663,"American IPA",24,"San Diego",44,5,"TailGate IPA","TailGate Beer"
"213"," CA",398,1479,"American Amber / Red Ale",12,"Sacramento",35,5.6,"1881 California Red","Ruhstaller Beer Company"
"214"," CA",79,2486,"American IPA",12,"San Francisco",35,4.7,"Baby Daddy Session IPA","Speakasy Ales & Lagers"
"215"," CA",210,1493,"American Stout",16,"San Diego",40,5.8,"Black House","Modern Times Beer"
"216"," CA",241,1399,"American IPA",16,"Los Angeles",65,6.8,"Heal the Bay IPA","Golden Road Brewing"
"217"," CA",5,2659,"Kölsch",12,"San Francisco",17,4.6,"KSA","Fort Point Beer Company"
"218"," CA",5,2660,"American Amber / Red Ale",12,"San Francisco",16,5.6,"Westfalia","Fort Point Beer Company"
"219"," CA",556,98,"German Pilsener",12,"Ukiah",42,5.5,"Pilsner Ukiah","Ukiah Brewing Company"
"220"," CA",371,1589,"American IPA",16,"Carlsbad",42,4.5,"PONTO S.I.P.A.","Pizza Port Brewing Company"
"221"," CA",172,2291,"Gose",12,"Boonville",42,4.2,"Blood Orange Gose","Anderson Valley Brewing Company"
"222"," CA",99,1459,"American Double / Imperial IPA",32,"San Diego",75,9.2,"Shipwrecked Double IPA","Mission Brewery"
"223"," CA",398,1478,"American Black Ale",12,"Sacramento",55,7.3,"CAPT Black IPA","Ruhstaller Beer Company"
"224"," CA",34,1561,"American Double / Imperial IPA",16,"Torrance",101,9.9,"Double Trunk","The Dudes' Brewing Company"
"225"," CA",450,1164,"Saison / Farmhouse Ale",12,"San Diego",42,5,"TailGate Saison","TailGate Beer"
"226"," CA",347,1673,"American IPA",12,"Santee",88,8,"Manzanita IPA","Manzanita Brewing Company"
"227"," CA",450,623,"Hefeweizen",24,"San Diego",28,4.9,"TailGate Hefeweizen","TailGate Beer"
"228"," CA",210,2156,"American Pale Ale (APA)",16,"San Diego",50,5.2,"Oneida","Modern Times Beer"
"229"," CA",36,2102,"California Common / Steam Beer",12,"San Francisco",42,5.6,"Brotherhood Steam","Anchor Brewing Company"
