"","State","Brewery_id","Beer_ID","Style","Ounces","City","IBU","ABV","Beer_Name","Brewery_Name"
"1990"," SC",6,2654,"Kölsch",16,"Charleston",30,4.8,"32°/50° Kölsch ","COAST Brewing Company"
"1991"," SC",385,576,"Witbier",12,"Mt. Pleasant",16,5,"White Thai","Westbrook Brewing Company"
"1992"," SC",6,2653,"American IPA",16,"Charleston",30,7.7,"HopArt","COAST Brewing Company"
"1993"," SC",385,575,"American IPA",12,"Mt. Pleasant",65,6.8,"Westbrook IPA","Westbrook Brewing Company"
"1994"," SC",247,2031,"Belgian Pale Ale",12,"Greenville",35,4.5,"Golden Fleece","Quest Brewing Company"
"1995"," SC",6,2652,"American Double / Imperial IPA",16,"Charleston",30,9.7,"Boy King","COAST Brewing Company"
"1996"," SC",385,1542,"American Pale Ale (APA)",12,"Mt. Pleasant",30,5.5,"One Claw","Westbrook Brewing Company"
"1997"," SC",6,2655,"American Pale Ale (APA)",12,"Charleston",30,6,"Dead Arm","COAST Brewing Company"
"1998"," SC",519,646,"English Brown Ale",12,"Myrtle Beach",30,5.4,"Nut Brown Ale","New South Brewing Company"
"1999"," SC",6,2657,"American Double / Imperial Stout",12,"Charleston",30,9.3,"Blackbeard","COAST Brewing Company"
"2000"," SC",247,2030,"American Porter",12,"Greenville",30,5.5,"Smoking Mirror","Quest Brewing Company"
"2001"," SC",6,2656,"American Brown Ale",12,"Charleston",30,6.2,"Rye Knot","COAST Brewing Company"
"2002"," SC",519,165,"Witbier",12,"Myrtle Beach",30,4.6,"White Ale","New South Brewing Company"
"2003"," SD",213,542,"Cream Ale",12,"Spearfish",35,5.5,"Canyon Cream Ale","Crow Peak Brewing Company"
"2004"," SD",213,1602,"American Brown Ale",12,"Spearfish",35,5.5,"Bear Butte Nut Brown Ale","Crow Peak Brewing Company"
"2005"," SD",213,2145,"American Amber / Red Ale",12,"Spearfish",35,6.5,"Red Water Irish Style Red","Crow Peak Brewing Company"
"2006"," SD",213,1301,"American Blonde Ale",12,"Spearfish",35,4.5,"Easy Livin' Summer Ale","Crow Peak Brewing Company"
"2007"," SD",213,1804,"Herbed / Spiced Beer",12,"Spearfish",35,6.6,"Mjöllnir","Crow Peak Brewing Company"
"2008"," SD",213,271,"American IPA",12,"Spearfish",35,6,"11th Hour IPA","Crow Peak Brewing Company"
"2009"," SD",213,272,"American Porter",12,"Spearfish",35,6.9,"Pile O'Dirt Porter","Crow Peak Brewing Company"
"2010"," TN",313,1793,"American Pale Ale (APA)",12,"Nashville",37,5.5,"Thunder Ann","Jackalope Brewing Company"
"2011"," TN",520,643,"Czech Pilsener",12,"Chattanooga",32,5,"Big River Pilsner","Big River Brewing Company"
"2012"," TN",240,1470,"American IPA",12,"Memphis",61,6.2,"Ananda India Pale Ale","Wiseacre Brewing Company"
"2013"," TN",520,632,"American IPA",12,"Chattanooga",55,6,"House Brand IPA","Big River Brewing Company"
"2014"," TN",240,2047,"Saison / Farmhouse Ale",12,"Memphis",37,5.9,"Tarasque","Wiseacre Brewing Company"
"2015"," TN",240,1469,"American Pilsner",12,"Memphis",23,4.5,"Tiny Bomb","Wiseacre Brewing Company"
"2016"," TX",216,2117,"Dunkelweizen",12,"Richmond",12,5.6,"Broken Bridge","Texian Brewing Co."
"2017"," TX",288,1872,"American Blonde Ale",12,"Dallas",20,5.2,"Local Buzz","Four Corners Brewing Company"
"2018"," TX",119,555,"Bière de Garde",12,"Conroe",23,6.9,"Le Mort Vivant (2011)","Southern Star Brewing Company"
"2019"," TX",119,853,"American Double / Imperial IPA",12,"Conroe",100,9.9,"PRO-AM (2012) (2012)","Southern Star Brewing Company"
"2020"," TX",30,1050,"Cream Ale",16,"Seven Points",18,5,"The Lawn Ranger","Cedar Creek Brewery"
"2021"," TX",129,830,"American Blonde Ale",12,"Blanco",21,5.1,"Firemans #4 Blonde Ale (2015)","Real Ale Brewing Company"
"2022"," TX",471,1060,"Czech Pilsener",12,"San Antonio",33,4.9,"Pete's Wicked Bohemian Pilsner (1997)","Pete's Brewing Company"
"2023"," TX",216,2116,"English India Pale Ale (IPA)",12,"Richmond",69,7.1,"Brutus","Texian Brewing Co."
"2024"," TX",30,2052,"American IPA",16,"Seven Points",70,6.8,"Dankosaurus","Cedar Creek Brewery"
"2025"," TX",119,691,"Saison / Farmhouse Ale",12,"Conroe",33,5.5,"Walloon (2014)","Southern Star Brewing Company"
"2026"," TX",258,1969,"Kölsch",16,"South Austin",22,5,"Kol' Beer","South Austin Brewery"
"2027"," TX",39,2212,"American Adjunct Lager",12,"Dripping Springs",19,5.1,"Twisted X","Twisted X Brewing Company"
"2028"," TX",214,2126,"American Pale Ale (APA)",12,"Farmers Branch",35,5.5,"Lakefire Rye Pale Ale","Grapevine Craft Brewery"
"2029"," TX",188,2144,"American Pilsner",12,"Fredericksburg",17,5,"Robert Earl Keen Honey Pils","Pedernales Brewing Company"
"2030"," TX",39,2588,"American Amber / Red Lager",12,"Dripping Springs",26,5.4,"Cow Creek","Twisted X Brewing Company"
"2031"," TX",471,1061,"American Pale Wheat Ale",12,"San Antonio",33,4.7,"Pete's Wicked Summer Brew (1995)","Pete's Brewing Company"
"2032"," TX",471,1062,"American Pale Lager",12,"San Antonio",33,5.1,"Pete's ESP Lager (1998)","Pete's Brewing Company"
"2033"," TX",288,1873,"American Porter",12,"Dallas",40,5.7,"Block Party Robust Porter","Four Corners Brewing Company"
"2034"," TX",216,2119,"Saison / Farmhouse Ale",12,"Richmond",35,5.5,"First Stand","Texian Brewing Co."
"2035"," TX",215,2123,"American Double / Imperial IPA",16,"Houston",118,9,"More Cowbell","Buffalo Bayou Brewing Company"
"2036"," TX",162,1232,"Saison / Farmhouse Ale",12,"Fort Worth",33,5,"River House Saison","Martin House Brewing Company"
"2037"," TX",128,943,"American IPA",12,"Dallas",70,7,"Deep Ellum IPA","Deep Ellum Brewing Company"
"2038"," TX",119,856,"American Blonde Ale",16,"Conroe",20,5,"Bombshell Blonde","Southern Star Brewing Company"
"2039"," TX",215,2125,"American Blonde Ale",12,"Houston",40,6,"1836","Buffalo Bayou Brewing Company"
"2040"," TX",427,1332,"Saison / Farmhouse Ale",12,"Denton",20,5.1,"Greenbelt Farmhouse Ale","Armadillo Ale Works"
"2041"," TX",258,1970,"Saison / Farmhouse Ale",16,"South Austin",33,8,"6 String Saison","South Austin Brewery"
"2042"," TX",129,1290,"English Pale Ale",12,"Blanco",33,5.9,"The Sword Iron Swan Ale","Real Ale Brewing Company"
"2043"," TX",39,2458,"American IPA",12,"Dripping Springs",63,7.5,"Chupahopra","Twisted X Brewing Company"
"2044"," TX",414,343,"American IPA",12,"Austin",33,6.2,"Fire Eagle IPA","Austin Beerworks"
"2045"," TX",215,2124,"Witbier",12,"Houston",20,6,"Summer's Wit","Buffalo Bayou Brewing Company"
"2046"," TX",464,1155,"Hefeweizen",12,"Alpine",33,5.6,"Big Bend Hefeweizen","Big Bend Brewing Company"
"2047"," TX",216,2118,"American Brown Ale",12,"Richmond",23,6.3,"Battle LIne","Texian Brewing Co."
"2048"," TX",288,1874,"American IPA",12,"Dallas",73,7.6,"El Chingon IPA","Four Corners Brewing Company"
"2049"," TX",162,2197,"American Amber / Red Ale",16,"Fort Worth",35,5,"Rubberneck Red","Martin House Brewing Company"
"2050"," TX",126,1235,"Kölsch",12,"Houston",20,4.7,"Love Street Summer Seasonal (2014)","Karbach Brewing Company"
"2051"," TX",30,2210,"",16,"Seven Points",33,5.5,"Special Release","Cedar Creek Brewery"
"2052"," TX",119,1010,"Old Ale",12,"Conroe",40,7.2,"Old Potentate","Southern Star Brewing Company"
"2053"," TX",67,2522,"Witbier",12,"San Antonio",10,4.2,"Rye Wit","Freetail Brewing Company"
"2054"," TX",471,1056,"American Pale Ale (APA)",12,"San Antonio",33,5.5,"Pete's Wicked Pale Ale (1997)","Pete's Brewing Company"
"2055"," TX",471,1053,"American Pale Wheat Ale",12,"San Antonio",33,4.7,"Pete's Wicked Summer Brew (1996)","Pete's Brewing Company"
"2056"," TX",414,342,"American Pale Ale (APA)",12,"Austin",33,5.1,"Peacemaker","Austin Beerworks"
"2057"," TX",414,341,"German Pilsener",12,"Austin",33,5.3,"Pearl-Snap","Austin Beerworks"
"2058"," TX",188,2238,"Light Lager",12,"Fredericksburg",12,4,"Lobo Lito","Pedernales Brewing Company"
"2059"," TX",30,1182,"American Pale Ale (APA)",16,"Seven Points",36,5.1,"Elliott's Phoned Home Pale Ale","Cedar Creek Brewery"
"2060"," TX",162,1233,"Rye Beer",16,"Fort Worth",33,5,"Day Break 4-Grain Breakfast Beer","Martin House Brewing Company"
"2061"," TX",141,1904,"Witbier",12,"Austin",27,5.9,"White Rabbit ","Independence Brewing Company"
"2062"," TX",30,2600,"American Double / Imperial IPA",16,"Seven Points",90,8.5,"Gone A-Rye","Cedar Creek Brewery"
"2063"," TX",78,2489,"American Pale Wheat Ale",12,"Austin",33,5.5,"Little Boss","Blue Owl Brewing"
"2064"," TX",119,1497,"American Double / Imperial IPA",12,"Conroe",100,9.2,"Valkyrie Double IPA","Southern Star Brewing Company"
"2065"," TX",162,1234,"American Double / Imperial IPA",12,"Fort Worth",33,8,"The Imperial Texan","Martin House Brewing Company"
"2066"," TX",162,1231,"American Stout",12,"Fort Worth",33,6.5,"There Will Be Stout","Martin House Brewing Company"
"2067"," TX",427,1333,"American Double / Imperial Stout",12,"Denton",50,9.2,"Quakertown Stout","Armadillo Ale Works"
"2068"," TX",243,1774,"Cream Ale",12,"Austin",20,5.5,"Hijack","Infamous Brewing Company"
"2069"," TX",129,1086,"American Blonde Ale",12,"Blanco",50,6,"Four Squared (2015)","Real Ale Brewing Company"
"2070"," TX",414,340,"Schwarzbier",12,"Austin",33,5.2,"Black Thunder","Austin Beerworks"
"2071"," TX",126,1560,"Munich Dunkel Lager",12,"Houston",25,5.8,"Mother in Lager","Karbach Brewing Company"
"2072"," TX",414,1409,"American Black Ale",16,"Austin",33,7,"Heavy Machinery IPA Series #1: Heavy Fist","Austin Beerworks"
"2073"," TX",464,1156,"American Porter",12,"Alpine",33,6.4,"Number 22 Porter","Big Bend Brewing Company"
"2074"," TX",464,1157,"Czech Pilsener",12,"Alpine",33,4.7,"Tejas Lager","Big Bend Brewing Company"
"2075"," TX",141,2301,"American Pale Ale (APA)",12,"Austin",42,5.5,"Power & Light","Independence Brewing Company"
"2076"," TX",128,946,"American Blonde Ale",12,"Dallas",23,5.2,"Dallas Blonde","Deep Ellum Brewing Company"
"2077"," TX",141,2350,"American Amber / Red Ale",12,"Austin",32,4.8,"Oklahoma Suks","Independence Brewing Company"
"2078"," TX",185,2070,"Keller Bier / Zwickel Bier",12,"Austin",35,4.8,"Luchesa Lager","Oasis Texas Brewing Company"
"2079"," TX",119,1011,"American Double / Imperial IPA",12,"Conroe",110,8.5,"Red Cockaded Ale (2013)","Southern Star Brewing Company"
"2080"," TX",464,1154,"American Blonde Ale",12,"Alpine",33,6,"Terlingua Gold","Big Bend Brewing Company"
"2081"," TX",129,1861,"American Black Ale",12,"Blanco",85,9.9,"BLAKKR","Real Ale Brewing Company"
"2082"," TX",258,1971,"American IPA",16,"South Austin",40,5.5,"Texas Pale Ale (TPA)","South Austin Brewery"
"2083"," TX",214,2127,"English Brown Ale",12,"Farmers Branch",21,4.9,"Sir William's English Brown Ale","Grapevine Craft Brewery"
"2084"," TX",471,1054,"American Pale Wheat Ale",12,"San Antonio",33,4.7,"Pete's Wicked Summer Brew (1997)","Pete's Brewing Company"
"2085"," TX",129,1091,"German Pilsener",12,"Blanco",52,5.3,"Hans' Pils (2015)","Real Ale Brewing Company"
"2086"," TX",30,1584,"Smoked Beer",16,"Seven Points",35,5.1,"Scruffy's Smoked Alt","Cedar Creek Brewery"
"2087"," TX",119,1740,"Bière de Garde",12,"Conroe",23,6.9,"Le Mort Vivant","Southern Star Brewing Company"
"2088"," TX",126,1458,"Märzen / Oktoberfest",12,"Houston",25,5.5,"Karbachtoberfest","Karbach Brewing Company"
"2089"," TX",119,2267,"Saison / Farmhouse Ale",12,"Conroe",33,5.5,"Walloon","Southern Star Brewing Company"
"2090"," TX",162,2308,"Saison / Farmhouse Ale",16,"Fort Worth",20,5,"River House","Martin House Brewing Company"
"2091"," TX",119,1728,"American Double / Imperial IPA",12,"Conroe",110,8.5,"Red Cockaded Ale","Southern Star Brewing Company"
"2092"," TX",162,2120,"American Double / Imperial IPA",16,"Fort Worth",33,8,"The Imperial Texan","Martin House Brewing Company"
"2093"," TX",67,2523,"American Amber / Red Ale",12,"San Antonio",33,6.8,"Original","Freetail Brewing Company"
"2094"," TX",119,46,"Foreign / Export Stout",12,"Conroe",50,8.3,"Buried Hatchet Stout","Southern Star Brewing Company"
"2095"," TX",129,2211,"Witbier",12,"Blanco",25,4.6,"White (2015)","Real Ale Brewing Company"
"2096"," TX",119,2387,"American Pale Ale (APA)",12,"Conroe",45,6.5,"Pine Belt Pale Ale","Southern Star Brewing Company"
"2097"," TX",127,2372,"American IPA",16,"Austin",75,6,"The Green Room","Uncle Billy's Brewery and Smokeh..."
"2098"," TX",126,2374,"Hefeweizen",12,"Houston",16,5.2,"Weisse Versa (2012)","Karbach Brewing Company"
"2099"," TX",214,2129,"American Pale Wheat Ale",12,"Farmers Branch",21,4.3,"Monarch Classic American Wheat","Grapevine Craft Brewery"
"2100"," TX",177,2229,"American Pale Ale (APA)",12,"Fort Worth",60,5.8,"Pride of Texas Pale Ale","Rahr & Sons Brewing Company"
"2101"," TX",464,1158,"American IPA",12,"Alpine",33,7.8,"La Frontera Premium IPA","Big Bend Brewing Company"
"2102"," TX",119,44,"American Blonde Ale",12,"Conroe",20,5,"Bombshell Blonde","Southern Star Brewing Company"
"2103"," TX",128,1161,"German Pilsener",12,"Dallas",33,4.6,"Rye Pils Session Lager","Deep Ellum Brewing Company"
"2104"," TX",185,2071,"English Bitter",12,"Austin",27,4.9,"London Homesick Ale","Oasis Texas Brewing Company"
"2105"," TX",162,2268,"American Stout",16,"Fort Worth",47,6.5,"Pretzel Stout","Martin House Brewing Company"
"2106"," TX",185,2069,"American Pale Ale (APA)",12,"Austin",35,4.8,"Slow Ride","Oasis Texas Brewing Company"
"2107"," TX",129,1718,"American Blonde Ale",12,"Blanco",21,5.1,"Firemans #4 Blonde Ale (2013)","Real Ale Brewing Company"
"2108"," TX",258,1972,"Bock",16,"South Austin",18,7,"LuckenBock","South Austin Brewery"
"2109"," TX",243,2038,"American IPA",12,"Austin",75,7,"Infamous IPA","Infamous Brewing Company"
"2110"," TX",126,465,"American Amber / Red Lager",12,"Houston",45,4.9,"Sympathy for the Lager","Karbach Brewing Company"
"2111"," TX",471,1055,"American Pale Wheat Ale",12,"San Antonio",33,4.7,"Pete's Wicked Summer Brew (2002)","Pete's Brewing Company"
"2112"," TX",126,666,"American Double / Imperial IPA",12,"Houston",85,9.5,"Rodeo Clown Double IPA","Karbach Brewing Company"
"2113"," TX",208,2167,"American Amber / Red Ale",12,"San Antonio",40,5.2,"Evil Owl","Branchline Brewing Company"
"2114"," TX",128,1202,"Saison / Farmhouse Ale",16,"Dallas",25,4.8,"Farmhouse Wit","Deep Ellum Brewing Company"
"2115"," TX",177,2269,"Munich Helles Lager",12,"Fort Worth",33,4.6,"Rahr's Blonde","Rahr & Sons Brewing Company"
"2116"," TX",126,1557,"American Pale Ale (APA)",12,"Houston",40,5.5,"Weekend Warrior Pale Ale","Karbach Brewing Company"
"2117"," TX",78,2490,"American Stout",12,"Austin",33,5.5,"Professor Black","Blue Owl Brewing"
"2118"," TX",67,2521,"American IPA",12,"San Antonio",70,5.9,"Soul Doubt","Freetail Brewing Company"
"2119"," TX",67,2527,"",12,"San Antonio",27,5.3,"OktoberFiesta","Freetail Brewing Company"
"2120"," TX",67,2524,"Munich Helles Lager",12,"San Antonio",20,4.2,"Bat Outta Helles","Freetail Brewing Company"
"2121"," TX",67,2526,"American Brown Ale",12,"San Antonio",33,6.5,"Texicali ","Freetail Brewing Company"
"2122"," TX",128,2371,"Euro Pale Lager",12,"Dallas",33,6,"Neato Bandito","Deep Ellum Brewing Company"
"2123"," TX",67,2520,"Berliner Weissbier",12,"San Antonio",5,4.4,"Yo Soy Un Berliner","Freetail Brewing Company"
"2124"," TX",126,463,"American IPA",12,"Houston",70,6.6,"Hopadillo India Pale Ale","Karbach Brewing Company"
"2125"," TX",137,2357,"American Porter",12,"Austin",33,6.5,"Porter Culture","Hops & Grains Brewing Company"
"2126"," TX",129,2370,"Gose",12,"Blanco",5,4.4,"18th Anniversary Gose","Real Ale Brewing Company"
"2127"," TX",242,2041,"American Amber / Red Ale",12,"College Station",50,5.2,"Dammit Jim!","New Republic Brewing Company"
"2128"," TX",396,501,"American Pale Ale (APA)",12,"Austin",50,6,"Pale Dog","Hops & Grain Brewery"
"2129"," TX",242,2042,"American Blonde Ale",12,"College Station",30,5.6,"Kadigan","New Republic Brewing Company"
"2130"," TX",119,45,"American Pale Ale (APA)",16,"Conroe",45,6.5,"Pine Belt Pale Ale","Southern Star Brewing Company"
"2131"," TX",127,2367,"Maibock / Helles Bock",16,"Austin",25,4.7,"Humbucker Helles","Uncle Billy's Brewery and Smokeh..."
"2132"," TX",78,2487,"American Pale Ale (APA)",12,"Austin",33,5.5,"Spirit Animal","Blue Owl Brewing"
"2133"," TX",126,464,"Hefeweizen",12,"Houston",15,5.2,"Weisse Versa","Karbach Brewing Company"
"2134"," TX",126,1068,"Saison / Farmhouse Ale",12,"Houston",20,6.6,"Barn Burner Saison","Karbach Brewing Company"
"2135"," TX",67,2525,"Witbier",12,"San Antonio",33,6,"Pinata Protest","Freetail Brewing Company"
"2136"," TX",185,2247,"Baltic Porter",16,"Austin",25,8.2,"Lake Monster","Oasis Texas Brewing Company"
"2137"," TX",396,502,"Altbier",12,"Austin",40,5.1,"Alteration","Hops & Grain Brewery"
"2138"," TX",396,1501,"American IPA",12,"Austin",33,7,"Green House India Pale Ale","Hops & Grain Brewery"
"2139"," TX",242,2043,"Dunkelweizen",12,"College Station",20,5.6,"Skylight","New Republic Brewing Company"
"2140"," TX",396,1004,"American Pale Lager",12,"Austin",33,5.1,"The One They Call Zoe","Hops & Grain Brewery"
"2141"," TX",78,2488,"American Amber / Red Ale",12,"Austin",33,5.5,"Van Dayum!","Blue Owl Brewing"
"2142"," TX",128,1827,"American Pale Ale (APA)",12,"Dallas",33,6,"Deep Ellum Pale Ale","Deep Ellum Brewing Company"
"2143"," TX",128,2166,"American Double / Imperial IPA",12,"Dallas",100,8.5,"Dream Crusher Double IPA","Deep Ellum Brewing Company"
"2144"," TX",128,1203,"Baltic Porter",12,"Dallas",33,7,"Double Brown Stout","Deep Ellum Brewing Company"
"2145"," TX",128,2251,"American Brown Ale",12,"Dallas",33,7.5,"Oak Cliff Coffee Ale","Deep Ellum Brewing Company"
"2146"," UT",160,1089,"American IPA",12,"Salt Lake City",82,7.3,"Hop Notch IPA (2013)","Uinta Brewing Company"
"2147"," UT",160,974,"American Pale Ale (APA)",12,"Salt Lake City",29,4,"WYLD Extra Pale Ale","Uinta Brewing Company"
"2148"," UT",365,1607,"Dortmunder / Export Lager",12,"Midvale",34,6,"Bohemian Export Lager","Bohemian Brewery"
"2149"," UT",160,2310,"Pumpkin Ale",12,"Salt Lake City",10,5,"PUNK'N","Uinta Brewing Company"
"2150"," UT",303,1682,"American White IPA",12,"Salt Lake City",34,6,"Wasatch Ghostrider White IPA (2014)","Utah Brewers Cooperative"
"2151"," UT",303,1680,"American Double / Imperial IPA",12,"Salt Lake City",75,9,"Squatters Hop Rising Double IPA (2014)","Utah Brewers Cooperative"
"2152"," UT",160,1088,"American Pale Ale (APA)",12,"Salt Lake City",34,4,"Cutthroat Pale Ale","Uinta Brewing Company"
"2153"," UT",400,644,"American IPA",16,"Moab",34,4,"Johnny's American IPA","Moab Brewery"
"2154"," UT",160,1212,"American Blonde Ale",12,"Salt Lake City",17,4,"SUM'R","Uinta Brewing Company"
"2155"," UT",160,1097,"Schwarzbier",12,"Salt Lake City",32,4,"Organic Baba Black Lager","Uinta Brewing Company"
"2156"," UT",400,645,"California Common / Steam Beer",16,"Moab",34,4,"Rocket Bike American Lager","Moab Brewery"
"2157"," UT",160,1723,"American IPA",12,"Salt Lake City",83,7.3,"Hop Nosh IPA","Uinta Brewing Company"
"2158"," UT",365,89,"Czech Pilsener",12,"Midvale",34,5,"Czech Pilsner","Bohemian Brewery"
"2159"," UT",160,2100,"American Amber / Red Lager",12,"Salt Lake City",22,4,"Yard Sale Winter Lager","Uinta Brewing Company"
"2160"," UT",303,1681,"Fruit / Vegetable Beer",12,"Salt Lake City",34,4,"Wasatch Apricot Hefeweizen","Utah Brewers Cooperative"
"2161"," UT",303,1679,"American Pale Ale (APA)",12,"Salt Lake City",34,4,"Squatters Full Suspension Pale Ale","Utah Brewers Cooperative"
"2162"," UT",365,344,"Schwarzbier",12,"Midvale",34,4,"Cherny Bock","Bohemian Brewery"
"2163"," UT",400,902,"American Pale Wheat Ale",16,"Moab",34,4,"Dead Horse Amber","Moab Brewery"
"2164"," UT",160,1925,"American IPA",12,"Salt Lake City",42,4,"Trader Session IPA","Uinta Brewing Company"
"2165"," UT",303,1823,"American White IPA",12,"Salt Lake City",34,6,"Wasatch Ghostrider White IPA","Utah Brewers Cooperative"
"2166"," UT",303,1825,"American Double / Imperial IPA",12,"Salt Lake City",75,9,"Squatters Hop Rising Double IPA","Utah Brewers Cooperative"
"2167"," UT",365,1597,"Altbier",12,"Midvale",34,5.3,"Altus Bohemes Altbier","Bohemian Brewery"
"2168"," UT",365,88,"Vienna Lager",12,"Midvale",34,5,"Viennese Lager","Bohemian Brewery"
"2169"," UT",303,1824,"Doppelbock",12,"Salt Lake City",34,8,"Devastator Double Bock","Utah Brewers Cooperative"
"2170"," UT",400,1476,"American Brown Ale",16,"Moab",34,4,"Squeaky Bike Nut Brown Ale","Moab Brewery"
"2171"," UT",303,1826,"American Pale Ale (APA)",12,"Salt Lake City",34,4,"Squatters Full Suspension Pale Ale","Utah Brewers Cooperative"
"2172"," VA",456,1206,"American IPA",12,"Hardy",42,7,"Red Clay IPA","Sunken City Brewing Company"
"2173"," VA",123,1247,"American Pale Ale (APA)",12,"Ashland",42,5.2,"Ray Ray’s Pale Ale","Center of the Universe Brewing C..."
"2174"," VA",116,2405,"Saison / Farmhouse Ale",12,"Norfolk",33,6.2,"Alter Ego ","Smartmouth Brewing Company"
"2175"," VA",431,1308,"Czech Pilsener",12,"Ashburn",55,5.6,"Rhino Chasers Pilsner","Lost Rhino Brewing Company"
"2176"," VA",51,2566,"American IPA",12,"Troutville",70,7,"Flying Mouse 4","Flying Mouse Brewery"
"2177"," VA",238,2051,"American Pale Ale (APA)",12,"Lexington",45,4.4,"Bravo Four Point","Devil's Backbone Brewing Company"
"2178"," VA",237,2056,"American Stout",12,"Charlottesville",45,6,"Black Me Stout","Champion Brewing Company"
"2179"," VA",274,1913,"Irish Red Ale",12,"Charlottesville",22,5.3,"Hydraulion Red","Three Notch'd Brewing Company"
"2180"," VA",237,1933,"American IPA",12,"Charlottesville",65,7,"Missile IPA","Champion Brewing Company"
"2181"," VA",456,1207,"American Amber / Red Lager",12,"Hardy",42,4.5,"Dam Lager","Sunken City Brewing Company"
"2182"," VA",123,1839,"American Amber / Red Lager",12,"Ashland",24,4.5,"Chin Music Amber Lager","Center of the Universe Brewing C..."
"2183"," VA",428,1330,"American Amber / Red Lager",16,"Roanoke",42,4.5,"Track 1 Amber Lager","Roanoke Railhouse Brewery"
"2184"," VA",182,1194,"American Pale Ale (APA)",12,"Nellysford",45,5.1,"Alpha Ale","Wild Wolf Brewing Company"
"2185"," VA",431,1309,"American IPA",12,"Ashburn",65,6.2,"Face Plant IPA","Lost Rhino Brewing Company"
"2186"," VA",182,2253,"Belgian Pale Ale",12,"Nellysford",21,6.8,"Blonde Hunny","Wild Wolf Brewing Company"
"2187"," VA",237,2057,"Rye Beer",24,"Charlottesville",42,7,"Stickin' In My Rye","Champion Brewing Company"
"2188"," VA",237,2055,"Kölsch",12,"Charlottesville",22,5,"Killer Kolsch","Champion Brewing Company"
"2189"," VA",116,2406,"American Amber / Red Ale",12,"Norfolk",35,5.8,"Murphy's Law","Smartmouth Brewing Company"
"2190"," VA",116,2407,"American IPA",12,"Norfolk",88,7,"Rule G IPA","Smartmouth Brewing Company"
"2191"," VA",307,1806,"American Double / Imperial IPA",16,"Virginia Beach",108,8.8,"Hoptopus Double IPA","Beach Brewing Company"
"2192"," VA",182,1318,"Scotch Ale / Wee Heavy",12,"Nellysford",20,5.7,"Wild Wolf Wee Heavy Scottish Style Ale","Wild Wolf Brewing Company"
"2193"," VA",384,369,"Märzen / Oktoberfest",12,"Crozet",12,4.8,"Festie","Starr Hill Brewery"
"2194"," VA",238,1201,"American Pale Ale (APA)",12,"Lexington",26,5.2,"Striped Bass Pale Ale","Devil's Backbone Brewing Company"
"2195"," VA",123,1248,"Altbier",12,"Ashland",40,5,"Main St. Virginia Ale","Center of the Universe Brewing C..."
"2196"," VA",123,2377,"Altbier",12,"Ashland",40,5,"Main St. Virginia Ale","Center of the Universe Brewing C..."
"2197"," VA",383,1547,"American Pale Ale (APA)",12,"Afton",60,5.9,"Full Nelson Pale Ale","Blue Mountain Brewery"
"2198"," VA",415,1408,"Kölsch",12,"Arrington",16,4.9,"Kölsch 151","Blue Mountain Brewery"
"2199"," VA",51,2567,"American Porter",12,"Troutville",42,4,"Flying Mouse 8","Flying Mouse Brewery"
"2200"," VA",383,1546,"Extra Special / Strong Bitter (ESB)",12,"Afton",30,6.5,"Steel Wheels ESB","Blue Mountain Brewery"
"2201"," VA",274,1912,"American IPA",12,"Charlottesville",50,6,"40 Mile IPA","Three Notch'd Brewing Company"
"2202"," VA",383,1545,"Euro Pale Lager",12,"Afton",22,5.3,"Blue Mountain Classic Lager","Blue Mountain Brewery"
"2203"," VA",345,1676,"American IPA",12,"Abingdon",135,5.9,"Troopers Alley IPA","Wolf Hills Brewing Company"
"2204"," VA",344,1331,"Cream Ale",12,"Richmond",18,4.4,"Hardywood Cream Ale","Hardywood Park Craft Brewery"
"2205"," VA",344,1677,"American IPA",16,"Richmond",70,7.5,"The Great Return","Hardywood Park Craft Brewery"
"2206"," VA",383,119,"American Pale Ale (APA)",12,"Afton",60,5.9,"Full Nelson Pale Ale (2010)","Blue Mountain Brewery"
"2207"," VA",384,1205,"American IPA",16,"Crozet",52,6.5,"Northern Lights India Pale Ale","Starr Hill Brewery"
"2208"," VA",384,368,"American IPA",12,"Crozet",52,6.5,"Northern Lights India Pale Ale","Starr Hill Brewery"
"2209"," VA",344,1270,"American Pale Ale (APA)",12,"Richmond",55,5.6,"Capital Trail Pale Ale","Hardywood Park Craft Brewery"
"2210"," VA",182,1195,"American Pilsner",12,"Nellysford",25,4.5,"Wild Wolf American Pilsner","Wild Wolf Brewing Company"
"2211"," VA",384,1544,"German Pilsener",12,"Crozet",20,4.2,"Starr Pils","Starr Hill Brewery"
"2212"," VT",262,1946,"American Pale Ale (APA)",12,"Waterbury",55,5.5,"Overgrown American Pale Ale","Otter Creek Brewing"
"2213"," VT",273,1111,"American Double / Imperial IPA",16,"Waterbury",120,8,"Heady Topper","The Alchemist"
"2214"," VT",273,379,"American Double / Imperial IPA",16,"Waterbury",120,8,"Heady Topper","The Alchemist"
"2215"," VT",173,2289,"American Double / Imperial IPA",12,"Shelburne",30,8.1,"Mastermind","Fiddlehead Brewing Company"
"2216"," VT",335,1732,"Shandy",12,"Burlington",30,4.4,"Curious Traveler Shandy","The Traveler Beer Company"
"2217"," VT",269,1924,"American Amber / Red Ale",12,"Bridgewater Corners",30,4.6,"Long Trail Ale","Long Trail Brewing Company"
